FeatureCount,SVMCost,AUC,Threshold,Accuracy,Specificity,Sensitivity,MCC
2800,100.0,0.9995646541655163,0.1597552253808211,0.9861751152073732,0.9723502304147466,1.0,0.9727221292883055
